Restoran,Yazar,Yazar Yorum Sayısı,Yazar Foto Sayısı,Yerel Rehber,Puan,Tarih,Yorum,İşletme Yanıtı,Yanıt Tarihi,Bu Yorumda Foto,Yorum ID
Lou Cafe Bistro - Maidan,Mert Türker,9,,Hayır,5,3 hafta önce,Mert diye bir bar şefi var adam iş yerini benimsemiş çok güzel hizmet veriyor böyle elemanlar olduğu sürece lou ayakta durur hersey çok güzel çok teşekkür ediyorum başta mert olmak üzere bütün personellere 🫶🏻 …,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xwMFptRlZibnB0WVRRNVNrVkVhRmhGVTFGNlpsRRAB
Lou Cafe Bistro - Maidan,Ali Osman Onar,4,,Hayır,2,4 hafta önce,"Garson bey, kibar el işareti ile çağrılmaya alındı. Görüyorum sizi diyor bir de. Kahveler soğuktu.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2xsc1pqQm1VMlZqWlZOQ2RGUkZVVkZIWWpnMVJHYxAB
Lou Cafe Bistro - Maidan,Buse Nilay Yılmaz,2,,Hayır,5,bir ay önce,Maidan lou ilk gelişimizdi mert bey bizi cok güzel karsıladı önerdiği kokteyller cok güzel ve basarılıydı tekrar denemeye gelicez mutlaka 👌 …,,,0,Ci9DQUlRQUNvZENodHljRjlvT2kxRVgwaHZXbHBRVUY5Nk1rRm5TRk5JTTI1aVJuYxAB
Lou Cafe Bistro - Maidan,Meral,1,,Hayır,5,bir ay önce,"Anneler günü için gittik ilgi alaka müşteri memnuniyeti sıfır.
Garson kızdan şikayetçiyim bişey söylesen ters cevap hemen hazır zaten...
Kahveler soğuk geldi söylüyoruz bide ters tepki alıyoruz birdaha asla gitmem tercihte etmem yönetime şikayet edeceğim",,,0,Ci9DQUlRQUNvZENodHljRjlvT2xGemExRkZielpPVWxkTk1taFZSVVJNV0UxbmNFRRAB
Lou Cafe Bistro - Maidan,zeynep ozmen,28,,Evet,5,bir ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2sxNFdVdGxjVWxOU1hwSFFrNVhkekpsYUdOUVptYxAB
Lou Cafe Bistro - Maidan,Ali Durmaz,4,,Hayır,1,bir ay önce,Masalara lamba koymuşlar. Sarı beyaz ve arası renkte değiştirip beyaz yaptık. Garson geldi sarı renkte kalcak konseptimiz böyle diye pat diye değiştirdi. Bu nasıl tavır hareket diyince de tartıştılar. Terbiyesiz bir mekan,,,0,Ci9DQUlRQUNvZENodHljRjlvT2s5UFlXeFFNVGc0ZFRSV1MyaE9SSGRPWkVZM1YwRRAB
Lou Cafe Bistro - Maidan,Gizem,43,54,Evet,3,bir ay önce,Mekân güzel ancak yemekler ve servis beklentimizin altında kaldı. Personel ilgisi geliştirilebilir.,,,1,Ci9DQUlRQUNvZENodHljRjlvT205NE5VRkxWM2t0WW5SS1gwWTVZV1pLY1UxWmRIYxAB
Lou Cafe Bistro - Maidan,Doğa Kamek,5,1,Hayır,1,bir ay önce,Kokteyl söyledik. İçine sadece buz koyup önümüze getirmişler içeceğe dair hiçbir şey yok. Buzları çıkarıp yapmalarını rica ettik sadece buzu çıkarıp önümüze böyle getirdiler. Üstüne doldurmayacak mısınız dedim sadece büyük olanı iki parmak daha doldurmuşlar fotoğraf anlatıyor zaten her şeyi bu kalitede bir mekanda olmaması gereken şeyler yazık,,,1,Ci9DQUlRQUNvZENodHljRjlvT21WVU1VcDBaa3gyTWpGWE9VbzNWbGhGV21rMFZXYxAB
Lou Cafe Bistro - Maidan,bilinçli tüketici,41,,Hayır,1,bir ay önce,"Kesinlikle içecek yapmayı bilmeyen mekan. Salep istedik, süt koymuşlar üstüne tarçın gibi bir şey tamamen %90 süt tadı var yani, hatalarına rağmen geri gönderdik söyledik tekrar getirdiler neredeyse o daha önce yaptıklarına benzerinin aynısı hayatımda daha kötüsünü içmedim, içemedik zaten. Diğer içecekleri bilmiyorum ama büyük sıkıntı var sıcak içeceklerinde kahveler de eh işte.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pZeWFqaGpPV280TkhsVGFIQkVUSFZOTnpCQmNWRRAB
Lou Cafe Bistro - Maidan,Zanviora,1,,Hayır,2,bir ay önce,"Kesinlikle salatalardan uzak durun. Yeşilliklerin yıkanmadığına eminim. Elma salatası sipariş ettim. Etmez olaydım. Elmalar kaç günlüktü acaba. Tadı bile yoktu.

Sıcak yemeklere gelirsek arkadaşım quesedilla yedi, o da hiç beğenmedi.

İçecekleri bilmiyorum. Ama sopan halkaları rezalet.

Sadece atmosfer için parka giderim.",,,0,Ci9DQUlRQUNvZENodHljRjlvT25KTlZqVXRaV2xXWm5aRk5EYzNWWFJyVTBoRVNsRRAB
Lou Cafe Bistro - Maidan,RENGİN ELİF ACIELMA,6,,Hayır,5,bir ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT21WbFVFOHpUWE5UTm5WSVRVbG1RVGd5TUMxV1NuYxAB
Lou Cafe Bistro - Maidan,eylul mutlu,5,4,Hayır,5,bir ay önce,"Margarita pizza söylemiştim. Tadı gayet güzeldi, çalışanları ilgiliydi, servisten memnun kaldım. Gönül rahatlığıyla gidebilirsiniz",,,0,Ci9DQUlRQUNvZENodHljRjlvT25kdFdYTnJlVXhtWlZVME9FMU9kR2h5Ykc5cU1uYxAB
Lou Cafe Bistro - Maidan,İrem Ezgi Çavuşoğlu,25,,Evet,1,bir ay önce,"Garsonları babalarının hayrına çalışıyor galiba, yüzleri aşırı asık, sipariş verdiğimiz için bizi suçlu hissettirecek kadar. Yemekler lezzetliydi ama bu tavırlarından dolayı bir daha gelmeyi düşünmüyorum.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pRd2VrOVdXRlJpY3pSNVYxOU5OVXBXUkhsaldWRRAB
Lou Cafe Bistro - Maidan,İrem,1,,Hayır,5,2 ay önce,GARSONLARINIZI ZORLAMI ÇALIŞTIRIYORSUNUZ  ASIK SURAT TERS TAVIRLI KONUŞMALAR GARSON KIZ TERSLEDİ BİZİ ARKADAŞLARIMIN YANINDA ORDA OLAY ÇIKARMAK  İSTEMEDİM YÖNETİME ŞİKAYET EDİCEM...,,,0,Ci9DQUlRQUNvZENodHljRjlvT2t4c01uaG9XRWxmY0Y5NFNEQnplRmRSTUVoYWNFRRAB
Lou Cafe Bistro - Maidan,sara tekin,38,13,Evet,5,2 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xjeFNWWlBjbUppVm1Od01ubG9RMnh5Y1RsSFJYYxAB
Lou Cafe Bistro - Maidan,Esra,1,,Hayır,5,2 ay önce,Arkadaşlarımla gittik ilk defa berbat bir yer asla tavsiye etmem garson sümeyye sipariş veriyorsun duymamazlıktan geliyor tekrar söylediğimizde surat asık bir şekilde ters tepkiyle karşılık veriyor birde dövseydin bari işini zoraki yaptığı apaçık belli yani.... Asla tavsiye ETMEM guler yüz 0 sıfır beş yıldızı da yorum en üstte gözüksün diye verdim.,,,0,Ci9DQUlRQUNvZENodHljRjlvT21wbFFVcDNPVkJxUjBoVGVqUmFTa1UxU1VKUWRWRRAB
Lou Cafe Bistro - Maidan,Hale AYDOĞAN,34,17,Evet,5,2 ay önce,Çok hoş şık bi yer profiterolü çok beğendim tavsiye edilir .,,,1,Ci9DQUlRQUNvZENodHljRjlvT21aRlpqRkpaMGhYYVhwRFdsOTZTa2swYmt0bU9IYxAB
Lou Cafe Bistro - Maidan,özge özkan,3,,Hayır,5,2 ay önce,"Merhaba
Maidan şubesindeki sümeyye hanıma kibarlığı için ef education first ekibi olarak çok teşekkür ederiz.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2tWYVdHTkJaSE5QTlVWM2VFVnRjbTVhUTJodGVGRRAB
Lou Cafe Bistro - Maidan,Oktay Atik,1,,Hayır,5,2 ay önce,EF education first ekibi olarak geldiğimiz akşam yemeğinde çok güzel ağırlandık . Özellikle personeliniz Sümeyye Hanım’a nezaketi ve bizi güzel bir şekilde ağırladığı için teşekkür ederiz.,,,0,Ci9DQUlRQUNvZENodHljRjlvT2s1clNrcERkMVIyVkhNMU1rVklMVmx5VDA1QlVWRRAB
Lou Cafe Bistro - Maidan,Haluk Duran,6,2,Evet,5,2 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pWTGFFUkNka3N0YVZWNVFXTTFlVll4VEdKQlgxRRAB
Lou Cafe Bistro - Maidan,Kardelen Özenci,4,,Hayır,1,2 ay önce,"“Arkadaşlarımla keyifli vakit geçirmek için Maidanda’daki Lou’yu tercih ettik. Ancak kapıdan içeri girdiğimiz andan itibaren, adeta gitmemiz için ellerinden geleni yaptılar. Çalışanların tavrı son derece rahatsız ediciydi.”Kahveler de buz gibiydi",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pFeVNIVjROMWx6Y2s5MllWWjRWRzQwWVdSck9FRRAB
Lou Cafe Bistro - Maidan,Gizem Elif Zencir,5,2,Hayır,5,2 ay önce,Süper mekan,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pNelZGOUZRa1kxU1hwelpHcDNRbnBGYmtoV2JFRRAB
Lou Cafe Bistro - Maidan,İlknur Koçak,2,,Hayır,1,2 ay önce,"Yemek menüsü hem zayıf hem lezzetsiz hem miktar olarak az hem de pahalı .
Mutsuz ayrılıyor insan. Eskiden daha güzeldi",,,0,Ci9DQUlRQUNvZENodHljRjlvT2w5YWFHZFpUR1JpVDJsNFdsODJSVUZRYlRsdVpuYxAB
Lou Cafe Bistro - Maidan,alperen özden,18,,Evet,5,2 ay önce,"Greek salad muhteşemdi, yemek ambiyans çok iyiydi ama salatanın tadı hala damağımda, şefin eline sağlık",,,0,Ci9DQUlRQUNvZENodHljRjlvT2tSa1ZDMVpWWFowUzJZMlNEZzFabkJYTm1reGRWRRAB
Lou Cafe Bistro - Maidan,Pınar Sancaktar,4,,Hayır,5,3 ay önce,"Uzun zamandır bu kadar iyi hizmet almamıştık.sümeyye hanım inanılmaz ilgili ve profesyoneldi, tekrar gelmemizin sebebi olur 🙌 …",,,0,Ci9DQUlRQUNvZENodHljRjlvT2tZeFdIbEVVMEZPV1dWbVdrMUNhR3gzUzBKRU5uYxAB
Lou Cafe Bistro - Maidan,Rodi Şiyar Arserim,6,,Hayır,2,3 ay önce,"Kahveleri yanmış, lezzetsiz, kötü. Kahveyi de yaparsınız yani, bahanesi yok bence. Değmez.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2s1MVduVlFhV3RWVlV0UlYyYzFUMEl0UTBoaVNYYxAB
Lou Cafe Bistro - Maidan,Seda Emekci,5,,Hayır,1,3 ay önce,Açılış saati 10.00 yazmasına rağmen 10.14 te gittiğimde kapalıyız cevabı aldım. Kendi işlerine ne zaman gelirse o zaman açıyorlar kapıları,,,0,Ci9DQUlRQUNvZENodHljRjlvT2toWFFVZGFjRWR3VTFKWVZFSjBiSEJuZVUxZlZuYxAB
Lou Cafe Bistro - Maidan,Zerrin Demirci,12,,Evet,5,3 ay önce,Calisanlar cok ilgili..misafirleri rahat ettirmek icin ellerinden geleni yapiyorlar..keyifli bir mekan..tesekkurler,,,0,Ci9DQUlRQUNvZENodHljRjlvT2twNldsVjVZMjlyZFVaNWFXTnpVbGRmU1U5Zk4zYxAB
Lou Cafe Bistro - Maidan,Peaceorsea,21,1,Evet,5,3 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2sxUU1sWlFXVzFLTTJOTE1IZE9iVzFVWnpaeGJGRRAB
Lou Cafe Bistro - Maidan,Aybike Şahin,5,,Hayır,5,3 ay önce,Arkadaşımızın doğum gününü kutlamak için tercih ettik başta Furkan Bey olmak üzere bütün personeller çok ilgilerdi ayrıca her şeyde çok lezzetliydi gerçekten herkesin şüphesiz gelmesi gereken bir yer bütün lou ekibine teşekkür ederiz.,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xKa2JYZEpTbFUwTVV0NU1EQmhNbkpuYnpSbGFGRRAB
Lou Cafe Bistro - Maidan,Sena Nur Ar,5,1,Hayır,1,3 ay önce,Dün kız arkadaşlarımızla buraya gittik ve ısıtıcıyı açmalarını 4 5 kere desek de ısıtıcıyı açmadılar bunu yüzlerine de söyledik o yüzden buraya da yazıyorum,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xoVWVIWmljbUY2UzJoWmIzb3lRME5OYVVReExWRRAB
Lou Cafe Bistro - Maidan,Sena Düzgün,5,4,Hayır,2,3 ay önce,Isıtıcıyı çok sıcak olduğu için kapattırdık sonra tekrar açtırmak istediğimizde 3 kere tamam diyip açmadılar sanki gitmemizi istiyorlarmış gibiydi çalışanlar fazla soğuk,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xZNWRsRlFTemxmWHpnMlNsOWZlbmxuU0ZSNFpIYxAB
Lou Cafe Bistro - Maidan,Banu Tagal,9,1,Hayır,1,3 ay önce,"Ya sigara içilmesine izin vermeyin ya da içilmez levhasını kaldırın, samimi değil.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2tzMkxVRnJUV3g1YURacFZVRjJSVlZGZUZReGNFRRAB
Lou Cafe Bistro - Maidan,Berfin Yıldız,8,1,Hayır,4,3 ay önce,Garsonların babasının hayrına servis yapıyormus gibi muamele göstermesi hos değil cok sesli cok kalabalık cayı güzel sadece 😂 …,,,0,Ci9DQUlRQUNvZENodHljRjlvT25rMVNqUkpVVmh5TkhwQ1JFdFlVVEUzYTNkR1MzYxAB
Lou Cafe Bistro - Maidan,Onur AYGAN,8,,Hayır,1,4 ay önce,Tatlı siparişi verdik 30-45 dakika boyunca getirmediler ve daha sonrasında mutfağın kapandığını belirttiler. Hatta sipariş verdiğimiz sırada da kapalı olduğunu iddia ettiler. Kötü mekan.,,,0,Ci9DQUlRQUNvZENodHljRjlvT21NdGIzQkxWVlV4UlU0elYwVXpjVFpWU3psTmJuYxAB
Lou Cafe Bistro - Maidan,Gizem Çimencan,14,,Hayır,1,4 ay önce,"Maalesef diğer şubeleri gibi değildi hüsrana ugradik, tuvalet  pislik içinde. İstediğimiz tatlıyı yarım saat bekledik ve mutfak kapandı cevabı aldık.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2xsWE1ra3pVREZVUzNCek9HZExSRWxWU1RkelluYxAB
Lou Cafe Bistro - Maidan,Sevim Özkan,188,305,Evet,2,4 ay önce,Profiterol yedik lezzetliydi mekan biraz basık garsonlar iyi hizmet güzel fakat çok pahalı. O kadar para vermeye gerek var mi bilemedim.,,,2,Ci9DQUlRQUNvZENodHljRjlvT25aUFpYQmhhbFkzT1hGbUxYWjVjSEp0VnpOT1lXYxAB
Lou Cafe Bistro - Maidan,Fethiye Balgat,4,,Hayır,5,4 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2t0TmN6Uk5jMDloZDA0eVdHMVlSbTFZVW05b2NYYxAB
Lou Cafe Bistro - Maidan,Zeynep Parlak,114,295,Evet,4,4 ay önce,Tatlıları başarılı. Profiterol çok güzeldi.,,,3,Ci9DQUlRQUNvZENodHljRjlvT2tGMmVrdG9VemxpWTJoUlZUTm9TVE4zTVdrNVpXYxAB
Lou Cafe Bistro - Maidan,Nazlı Kara,40,240,Evet,5,4 ay önce,,,,2,Ci9DQUlRQUNvZENodHljRjlvT25oaGNFbG5XWFZqWlZobVRGRklTbWRJTVVwWWQyYxAB
Lou Cafe Bistro - Maidan,ömer ünlüsoy,3,7,Hayır,5,4 ay önce,"Mekan tam olarak mükemmeliyetçiliği yansıtıyor. Huzurlu ve ferah bir mekan olması burada çok keyifli zamanlar geçirmemize fırsat veriyor. Yiyecekler çok lezzetli özellikle buraya geldiğinizde sigara böreğini mutlaka denemeniz lazım. Yiyeceklerin lezzetli olmasında çalışan arkadaşların çok büyük payı vardır kesinlikle tüm çalışanlar güleryüzlü,saygılı olarak bizleri karşılaması mekanın evimizden ayırtetmememizin en önemli unsuru olarak karşımıza çıkıyor. Ayrı bir parantez açmadan edemeyeceğim çalışan arkadaşlardan Eray bey ve Sümeyye hanıma ilgi alakalarından dolayı çok teşekkür ederim. Bir sonraki gelişim için şimdiden sabırsızlanıyorum.😊",,,0,Ci9DQUlRQUNvZENodHljRjlvT2xkM05WRm9VVTVxV1hSdVQxWm1iVFpVUVdsZlRXYxAB
Lou Cafe Bistro - Maidan,İzlem Deniz KAYA,1,,Hayır,1,4 ay önce,Mekanda çok fazla boş sayıda 4 kişilik masa bulunmasına rağmen 2 kişilik masalara sıkıştırmaya çalışıyorlar. Ayrıca bunu yaparken de fazlasıyla kaba ve üstten konuşuyorlar,,,0,Ci9DQUlRQUNvZENodHljRjlvT2tOd2MzbHNXa2xHTVZnM1N6TXhialpLTVZONlZIYxAB
Lou Cafe Bistro - Maidan,mesut tekin,1,,Hayır,5,4 ay önce,"Mekanın atmosferi gerçekten çok keyifli; hem ferah hem de insana kendini rahat hissettiren bir havası var. Hizmet kalitesi ve düzeniyle de beklentinin üzerinde. Özellikle çalışanlardan Abdullah’a ayrı bir parantez açmak lazım. Güler yüzü, ilgisi ve profesyonelliğiyle deneyimimizi çok daha güzel hale getirdi. Böyle çalışanlar mekânın değerini gerçekten yükseltiyor. Tekrar gelmek için güzel bir sebep oldu.",,,0,Ci9DQUlRQUNvZENodHljRjlvT21SaU5EbDBNWEZCVm5GSlRrWlJVV3BCUkRaSmQyYxAB
Lou Cafe Bistro - Maidan,Hazal,1,,Hayır,1,4 ay önce,Bu yorumu daha önce yazacaktım bi defadan bişey olmaz dedim ama bu defa haketti bi iki hafta önce gittiğimiz de abdullah ile sorun yaşadık bikaç gün önce gittiğimiz de sümeyye ile yaşadık müşteri memnuniyeti diye bişey var suratlar asık sipariş veriyorsun geç  geliyor ve bazısı duymamazlıktan geliniyor söylediğim de surat asık ve sert bir şekilde duymadım diyor sen bir bayansın nasıl konuşman gerektiğini bilmen gerekiyor insan biraz nezaket gösterir ilgi alaka sıfır zorlamı çalıştırıyorsunuz elemanlarınızı orda sipariş almak müşteriye ilgilenmek zorlarına mı gidiyor anlam veremedim eğer zorlarına gidiyorsa çalışmasınlar azarlar gibi konuşup terslemeye hakkı yok şikayet edicem,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xoMWVteFBRVmhwYTA1U1VrWjRRbUprYUZkVlJYYxAB
Lou Cafe Bistro - Maidan,Aybüke DÖNMEZ,14,10,Evet,1,4 ay önce düzenlendi,0.33 ml suya 93 tl almaları yetmezmiş gibi bir de %10 servis bedeli alıyorlar. Fiyatlar gereksiz yüksek. Bu kadar aç gözlü olup insanları enayi yerine koyan bir işletmeye bir daha adım atmam.,,,0,Ci9DQUlRQUNvZENodHljRjlvT21Jd1RHUlVXV2R2YXpOQ2JtbHJhVEJxVEVwNlQxRRAB
Lou Cafe Bistro - Maidan,Hiroto-Senpai,6,,Hayır,3,4 ay önce,%10 servis ücretide var yemekler fena değil lakin Garsonlar bizi dövecekmiş gibi tavırları vardı rahatsız etti,,,0,Ci9DQUlRQUNvZENodHljRjlvT2xBdE5HZHplazlUVW5OM2RYVXhSamx6ZFV4Q2JVRRAB
Lou Cafe Bistro - Maidan,aslı çıngıl,40,2,Evet,4,4 ay önce,"Fiyatlar yüksek, yemekler ortalama.Atmosfer başarılı.",,,0,Ci9DQUlRQUNvZENodHljRjlvT25sUExXMDBXRXRuYms0MlltcFJabGxuVVd4d1gwRRAB
Lou Cafe Bistro - Maidan,Irmak,1,,Hayır,1,5 ay önce,Sipariş veriyorsun geç geliyor düşük ücretli sipariş verirsen hemen yediğin gibi kaldırıyorlar masa rezerveli diyorlar yüksek ücret ödediğin zaman vergi kaçırıyorlar  gittiğiniz zamanda fişinizi kontrol edin bende cimere şikayet edecem çalışan bir kız var müşteriye ve çalışanlara cıvık davranıyor hâl ve hareketleri falan hiç hoş değil öyle bir kızı nasıl çalıştıyorlar orda anlamadım,,,0,Ci9DQUlRQUNvZENodHljRjlvT21wUFV6Sk9hbm96U1ZkS1MwbFpZVFYxZVVkeFMyYxAB
Lou Cafe Bistro - Maidan,Nisanur Bahçe,2,,Hayır,5,5 ay önce,Yemekleri çok lezzetli oldukça keyif aldık ambiyansı da çok güzel çalışanlar güler yüzlü hepsinin ellerine sağlık.Abdullah beye teşekkürler,,,0,Ci9DQUlRQUNvZENodHljRjlvT2tGSk5YZE9lbUU1UzFodVpXbHBiMk5ET0c5SmFYYxAB
Lou Cafe Bistro - Maidan,Zeynep ER,1,,Hayır,5,5 ay önce,Bugün Lou'nun Maidan şubesine arkadaşımla birlikte geldik.Yemeklerden ve garsonların ilgi alakasından çok memnun kaldık.Abdullah Bey'e teşekkürler.,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pWdlMwcDNZbXh5Wm1NM2JEWnBUSHBtVEZCTk1YYxAB
Lou Cafe Bistro - Maidan,Gül bahar Demir,3,,Hayır,5,5 ay önce,Yemekleri oldukça lezzetli çalışanlar oldukça nazikti çok memnun kaldık biz arkadaşlarımla.,,,0,Ci9DQUlRQUNvZENodHljRjlvT21WdllrcEthMDVQVWtFM1FrOXhURE5mZUhkUlZuYxAB
Lou Cafe Bistro - Maidan,Nehir Abay,3,,Hayır,5,5 ay önce,Yemekler ve mekanın atmosferi çok güzeldi. Malzemelerin kalitesi yemeğin tadından belli oluyordu. Servis kalitesi beklentimin baya üzerindeydi çalışanlar çok güleryüzlü ve ilgiliydi. Emeği geçenlere teşekkür ediyorum ve kesinlikle gitmenizi öneriyorum.,,,0,Ci9DQUlRQUNvZENodHljRjlvT2paaE1WaEVUVWx6TjNsVldtTTFTbkEzVm5wM2VtYxAB
Lou Cafe Bistro - Maidan,Azra,2,,Hayır,5,5 ay önce,Yediğim her şey çok lezzetliydi. Mekanın ambiyansına bayıldım. Personelin nazik tavrı ve mekanın sıcak atmosferiyle birleşince ortaya çok keyifli bir akşam çıktı. Mutlaka uğramanızı tavsiye ediyorum.,,,0,Ci9DQUlRQUNvZENodHljRjlvT2pOMVRHZEVSbFY1U201dU9VVTBiMHN4T0dka1UzYxAB
Lou Cafe Bistro - Maidan,zeynep spoti,3,,Hayır,5,5 ay önce,"hizmet, yemekler ve atmosfer tek kelimeyle harikaydı. çalışanlar çok güleryüzlü ve ilgili. siparişimiz oldukça hızlı ve sıcak geldi. arkadaşlarımızla uzun uzun sohbet etmek için çok ideal. kolaylıklar diler, teşekkür ederim.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2xoR2IzRm1hVTh6YnpkbFIxbERhalpoYTJjNVUwRRAB
Lou Cafe Bistro - Maidan,Salih Berk,8,,Hayır,5,5 ay önce,"Yemekleri güzel, lezzetli ve  hızlı güleryüzlü personeliyle Ankara’daki favori mekanlarımdan . Umarım bu kalitede devam edersiniz 🙏🏻🙏🏻🙏🏻 …",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pSdWFFUlhOSGRPU0VGMU5saHZWMDFHUVhKVmFVRRAB
Lou Cafe Bistro - Maidan,ENES BARAN DEMİR,9,,Hayır,5,5 ay önce,Yemekleri kaliteli ve temiz,,,0,Ci9DQUlRQUNvZENodHljRjlvT21aR1dUbHdUMDVWTTBSTVdVVnBTM2xaWVZSSFduYxAB
Lou Cafe Bistro - Maidan,Haluk Keskin,36,1,Evet,1,5 ay önce,"‼️HERKES ADİSYON FİŞİNİ KONTROL ETSİN VERGİ KAÇIRILIYOR‼️

Hizmet bedeli altında aldığı ücreti saçma sapan bir şekilde hesaplayarak yemediğiniz daha yüksekli bir ürünle sipariş ettiğiniz ürünü değiştiriyorlar. Madem dürüst bir işletmecilik yapıcaksın; pos cihazında hizmet bedeli kalemi altında tutarı çeksene. Ha birde tükettiğiniz ürün alkol ise onunla sipariş etmediğin ürünü değiştiriyor ki vergiden daha fazla kaçabilsin(alkolüm vergi oranı daha yüksek). Yazıklar olsun. Maliyeye de şikayet ettim umarım hakettiğiniz cezayı alırsınız.",,,0,Ci9DQUlRQUNvZENodHljRjlvT2pCM05VNHhORGx1TW5WcVdtVndSMFJZUlRkTlZYYxAB
Lou Cafe Bistro - Maidan,Musab,1,,Hayır,1,5 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2t0eFExUlVNblJFVWpRd05uSlJNa2wxUWxWemFFRRAB
Lou Cafe Bistro - Maidan,Çağrı Güneş,21,9,Evet,2,5 ay önce,"Yiyecek ve içeceklerin ve atmosfer fena değil.Hizmet çok kötü .Tabiri caizse rezaletde diyebiliriz.Siparişler unutuluyor , Türk kahvesi çay bardağı altlığı ile servis ediliyor.",,,0,Ci9DQUlRQUNvZENodHljRjlvT21wbE1tbGpkelJ0UmpORU9EazJVak42V2t4SFVuYxAB
Lou Cafe Bistro - Maidan,Abdullah Şahin,,,Hayır,5,5 ay önce,,,,0,Ci9DQUlRQUNvZENodHljRjlvT2twaU5rVXpOV2hoVW1obWRXRXdlaTFPVm14RVoyYxAB
Lou Cafe Bistro - Maidan,Esmanur Akyıldız,1,1,Hayır,5,5 ay önce,"Kesinlikle herkese önerebileceğim bir mekan biz tatlı yedik lezzetinden çok memnun kaldık,ayrıca masamızla ilgilenen Abdullah beye de çok teşekkür ederiz",,,1,Ci9DQUlRQUNvZENodHljRjlvT21WSWFYZENiWGRYYlRoTFdWcG5WbGd5YldsV1QwRRAB
Lou Cafe Bistro - Maidan,Seda Karslı,1,1,Hayır,5,5 ay önce,Gerçekten çok nezih ve hoş bir mekan biz arkadaşımla profiterol yedik gerçekten lezzet konusunda harika masamızla ilgilenen Abdullah Bey’e çok teşekkür ederiz çok kibar ve ilgiliydi.,,,1,Ci9DQUlRQUNvZENodHljRjlvT21JeWFrbGZSWEZSYlZkR1NrWkxTR3RSY1RGUUxYYxAB
Lou Cafe Bistro - Maidan,ibrahim çıtak,1100,477,Evet,4,5 ay önce,Lou kafesi,,,0,Ci9DQUlRQUNvZENodHljRjlvT21WMFNWSkRXREJqVVVGV1dWWnpaalJSWDJSQ09HYxAB
Lou Cafe Bistro - Maidan,Mustafa Emir AYDOĞDU,55,9,Evet,1,5 ay önce,Hizmet sıfır çay 15 dakikaya geldi.,,,0,Ci9DQUlRQUNvZENodHljRjlvT25kS1FVMHlja3hFYzA5TGRtMVVjazlKYmxoME9GRRAB
Lou Cafe Bistro - Maidan,Hasret Arac,31,41,Evet,3,5 ay önce,"Yemek sonrası kahve-tatlı yapalım dedik arkadaşla.. girer girmez rezervasyon masalarında asla yer bulamadık. Neyse içeriye yöneldik. Arkadaşımla ortaya bir Dubai cheesecake ve 4 çay içtik.

Tatlı son zamanlarda yediğim en  🍫 kaliteli tatlı olabilir. Fakat çay bir bardak küçük çay 90 Lira yazıktı günahtır. Çay ya bu bir demlikten yüzlerce çıkıyor. Biz buna takıldık. Yazmak istedim.

O lezzetli koca tatlı 480 lira 4 küçük çay 360 lira bi de %10 servis ücreti. Kapanış. Selamlar.",,,1,Ci9DQUlRQUNvZENodHljRjlvT2kxQmJWZ3liM3BUTUZWRmVXc3RjVkY0TTNaYVdVRRAB
Lou Cafe Bistro - Maidan,Rumeysa Erdoğan,2,,Hayır,1,6 ay önce,Yani bir mekandan nasıl keyif alınamazsa o kadar almadık çalışanların sert tavrı 0 ilgi alaka yediğinizi yiyin sonra gidin der gibi muameleleri ile berbat öteki bir yer maidan gibi bir yere asla yakışmayan çalışanlar (özellikle bizle ilgilenen Abdullah adındaki kişi) tatlıları da bayat zaten tavsiye etmem,,,0,Ci9DQUlRQUNvZENodHljRjlvT25oaVpYaG5URjlYZVZST05HWkpUMk5TVDNSU2RtYxAB
